Unnamed: 0,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall,change_in_direction
553,189,-5.717648576819556e-15,32.8,29.2,26.4,25.4,84.0,83.0,8.1,230.0,15.4,0,10.0
554,190,-8.715250743307479e-15,34.0,30.6,28.4,25.8,78.0,73.0,10.7,210.0,12.7,0,20.0
555,191,-5.051514762044462e-15,32.9,30.1,28.1,25.7,79.0,72.0,6.0,200.0,9.5,1,10.0
556,192,-6.661338147750939e-15,31.8,28.2,26.6,24.8,81.0,88.0,1.3,50.0,12.8,1,150.0
557,193,-6.050715484207103e-15,33.3,30.6,27.6,25.3,77.0,79.0,10.2,230.0,20.0,0,180.0
558,194,-5.717648576819556e-15,33.7,30.2,28.7,24.6,72.0,44.0,6.0,230.0,13.9,0,0.0
559,195,-6.161737786669619e-15,33.4,30.8,28.0,25.3,74.0,29.0,9.1,240.0,14.2,0,10.0
560,196,-5.2735593669694936e-15,32.8,30.1,28.9,24.3,78.0,21.0,11.1,210.0,11.1,0,30.0
561,197,-4.829470157119431e-15,33.2,30.4,28.4,24.3,75.0,53.0,10.0,220.0,10.3,0,10.0
562,198,-7.605027718682322e-15,32.6,30.2,28.0,24.4,82.0,62.0,11.1,220.0,16.9,0,0.0
563,199,-5.2735593669694936e-15,32.3,29.1,27.0,24.1,78.0,57.0,10.3,220.0,16.2,1,0.0
564,200,-4.9404924595819466e-15,33.4,30.1,27.9,25.2,71.0,35.0,11.2,110.0,12.0,0,110.0
565,201,-6.5503158452884236e-15,36.0,30.0,28.1,25.9,79.0,78.0,10.6,200.0,12.0,1,90.0
566,202,-2.886579864025407e-15,31.2,28.8,26.8,25.0,75.0,53.0,8.3,220.0,6.9,0,20.0
567,203,-5.828670879282072e-15,33.0,29.1,25.3,24.8,74.0,47.0,10.1,20.0,12.6,1,200.0
568,204,-5.051514762044462e-15,32.8,30.0,29.2,24.6,74.0,53.0,8.2,290.0,25.1,0,270.0
569,205,-5.384581669432009e-15,31.3,29.2,26.4,24.3,67.0,46.0,8.1,230.0,18.1,1,60.0
570,206,-5.2735593669694936e-15,30.8,27.3,26.3,25.8,85.0,83.0,1.6,220.0,6.1,1,10.0
571,207,-4.6074255521944e-15,32.0,29.1,26.4,25.1,70.0,43.0,10.3,180.0,13.0,1,40.0
572,208,-9.43689570931383e-15,35.8,31.1,26.7,26.0,77.0,49.0,9.5,220.0,21.5,0,40.0
573,209,-5.2735593669694936e-15,33.2,29.1,26.6,24.1,71.0,46.0,6.4,230.0,9.5,1,10.0
574,210,-5.2735593669694936e-15,33.2,29.6,27.8,26.1,81.0,78.0,3.1,190.0,6.1,1,40.0
575,211,-4.218847493575595e-15,31.7,29.8,26.8,24.3,84.0,67.0,3.0,120.0,10.2,1,70.0
576,212,-5.6066262743570405e-15,31.9,28.7,26.3,25.9,86.0,88.0,1.2,230.0,21.6,1,110.0
577,213,-9.103828801926284e-15,31.7,29.8,26.8,26.0,80.0,80.0,0.9,130.0,24.8,1,100.0
578,214,-5.717648576819556e-15,29.0,27.8,26.0,25.8,89.0,88.0,0.9,70.0,17.5,1,60.0
579,215,-6.8833827526759706e-15,33.4,30.7,27.3,26.1,79.0,83.0,2.8,220.0,23.9,1,150.0
580,216,-8.715250743307479e-15,30.7,27.9,26.6,24.3,84.0,78.0,7.6,220.0,14.8,1,0.0
581,217,-1.1546319456101628e-14,30.6,27.9,26.2,23.6,82.0,84.0,1.5,80.0,12.0,1,140.0
582,218,-8.715250743307479e-15,30.6,28.0,26.3,23.3,77.0,47.0,8.8,130.0,10.2,1,50.0
583,219,-8.881784197001252e-15,31.2,28.0,25.4,24.1,76.0,53.0,9.5,10.0,12.9,1,120.0
584,220,-1.5487611193520934e-14,33.1,30.4,27.3,25.9,77.0,43.0,9.3,60.0,10.2,0,50.0
585,221,-6.8833827526759706e-15,33.1,29.8,27.4,26.0,79.0,77.0,2.3,190.0,9.5,0,130.0
586,222,-6.5503158452884236e-15,28.1,26.7,25.0,24.2,84.0,67.0,6.5,270.0,15.3,1,80.0
587,223,-6.161737786669619e-15,33.2,30.0,28.1,25.9,78.0,69.0,8.7,220.0,11.1,0,50.0
588,224,-5.828670879282072e-15,32.3,29.0,27.8,25.8,82.0,67.0,7.7,110.0,14.5,1,110.0
589,225,-5.2735593669694936e-15,32.8,30.6,27.3,24.5,81.0,88.0,6.8,220.0,7.9,1,110.0
590,226,-2.0539125955565396e-15,31.0,28.4,26.6,26.0,76.0,69.0,5.3,250.0,12.8,1,30.0
591,227,-1.1657341758564144e-15,33.0,30.2,28.4,24.2,75.0,44.0,9.1,20.0,9.1,0,230.0
592,228,-3.219646771412954e-15,30.4,27.4,25.3,25.3,87.0,88.0,0.1,130.0,17.5,1,110.0
593,229,-2.275957200481571e-15,29.1,26.8,24.8,23.2,81.0,88.0,1.1,100.0,15.3,1,30.0
594,230,-2.7755575615628914e-15,33.1,29.8,28.2,25.3,84.0,47.0,7.6,240.0,18.6,1,140.0
595,231,-6.161737786669619e-15,34.0,30.4,28.0,25.5,82.0,80.0,4.3,220.0,28.5,1,20.0
596,232,-2.3869795029440866e-15,31.7,28.9,25.2,23.1,74.0,32.0,9.1,10.0,11.9,0,210.0
597,233,-3.4416913763379853e-15,28.3,26.1,25.9,23.5,86.0,88.0,1.6,60.0,22.4,1,50.0
598,234,-6.5503158452884236e-15,33.1,30.0,28.3,25.9,81.0,70.0,7.2,220.0,24.5,1,160.0
599,235,-5.717648576819556e-15,28.5,26.5,24.5,24.6,91.0,85.0,5.7,190.0,8.9,1,30.0
600,236,-6.2727600891321345e-15,30.4,26.2,24.8,22.0,84.0,30.0,7.7,220.0,12.1,0,30.0
601,237,-7.827072323607354e-15,31.0,28.1,26.5,25.0,80.0,88.0,0.6,230.0,40.0,1,10.0
602,238,-7.494005416219807e-15,29.1,27.9,26.5,25.9,87.0,67.0,6.3,80.0,37.5,1,150.0
603,239,-2.9976021664879227e-15,30.8,26.5,24.8,21.5,79.0,49.0,6.4,200.0,22.5,0,120.0
604,240,-2.7755575615628914e-16,30.8,27.0,25.3,21.4,73.0,49.0,9.5,80.0,22.9,0,120.0
605,241,-4.440892098500626e-15,32.0,29.4,27.0,25.8,72.0,46.0,11.0,200.0,27.3,0,120.0
606,242,-3.4416913763379853e-15,29.8,26.1,24.7,23.4,76.0,86.0,1.4,220.0,24.4,1,20.0
607,243,-5.9396931817445875e-15,27.7,26.8,25.5,25.3,87.0,85.0,0.3,180.0,9.9,1,40.0
608,244,-3.4416913763379853e-15,29.4,26.5,24.8,23.2,86.0,84.0,2.5,90.0,9.2,1,90.0
609,245,-3.1086244689504383e-15,31.2,28.0,26.8,23.8,78.0,46.0,8.1,80.0,16.6,0,10.0
610,246,-3.4416913763379853e-15,29.8,27.9,26.3,23.9,84.0,56.0,6.9,220.0,9.5,0,140.0
611,247,-2.275957200481571e-15,32.2,28.3,26.3,23.2,72.0,28.0,4.9,80.0,16.9,0,140.0
612,248,-8.992806499463768e-15,31.2,29.1,27.0,25.1,84.0,77.0,3.9,220.0,26.3,1,140.0
613,249,-5.828670879282072e-15,30.2,28.1,26.9,26.3,82.0,88.0,1.2,70.0,28.5,1,150.0
614,250,-4.218847493575595e-15,31.1,28.0,26.5,25.8,79.0,81.0,3.2,220.0,40.4,1,150.0
615,251,-8.992806499463768e-15,32.8,29.1,27.9,26.1,79.0,30.0,7.2,230.0,38.0,0,10.0
616,252,1.0547118733938987e-15,30.1,28.2,26.6,20.4,79.0,46.0,10.3,70.0,31.8,0,160.0
617,253,-5.2735593669694936e-15,32.8,29.8,27.3,24.3,82.0,62.0,2.5,230.0,16.5,0,160.0
618,254,-8.493206138382448e-15,32.4,29.4,26.6,24.9,81.0,78.0,7.8,230.0,27.1,1,0.0
619,255,-9.2148511043888e-15,31.5,29.8,26.8,25.8,75.0,38.0,11.0,70.0,13.1,1,160.0
620,256,-2.1649348980190553e-15,30.8,27.6,25.9,23.2,81.0,81.0,3.8,40.0,44.7,0,30.0
621,257,3.885780586188048e-16,32.0,28.1,26.2,25.3,87.0,89.0,2.2,200.0,25.0,1,160.0
622,258,-7.716050021144838e-15,31.3,29.7,28.1,26.1,93.0,93.0,0.5,110.0,39.5,1,90.0
623,259,-8.715250743307479e-15,29.2,27.3,24.5,25.0,93.0,94.0,0.0,220.0,28.0,1,110.0
624,260,-3.6637359812630166e-15,28.7,26.2,25.6,21.6,89.0,93.0,0.6,80.0,12.1,0,140.0
625,261,-2.3869795029440866e-15,30.7,27.4,24.5,22.0,82.0,60.0,8.3,280.0,12.7,0,200.0
626,262,-8.271161533457416e-15,28.5,26.3,25.2,25.4,85.0,84.0,0.6,290.0,38.3,1,10.0
627,263,-1.1657341758564144e-15,31.3,28.3,25.8,19.9,61.0,47.0,7.9,50.0,8.7,0,240.0
628,264,2.4424906541753444e-15,29.0,26.9,24.8,20.0,76.0,49.0,10.8,60.0,14.3,0,10.0
629,265,2.220446049250313e-15,30.6,28.5,26.4,25.4,77.0,62.0,8.9,130.0,30.0,1,70.0
630,266,1.6653345369377348e-16,25.2,24.9,23.6,23.5,97.0,88.0,1.2,100.0,41.4,1,30.0
631,267,3.0531133177191805e-15,26.4,25.9,24.7,21.9,94.0,95.0,0.2,70.0,26.4,1,30.0
632,268,-3.885780586188048e-16,29.8,25.1,23.1,20.6,74.0,20.0,8.6,70.0,20.5,0,0.0
633,269,1.1657341758564144e-15,26.3,24.8,23.4,19.9,76.0,20.0,10.1,70.0,26.5,1,0.0
634,270,-7.216449660063518e-16,30.8,26.1,23.2,20.6,74.0,44.0,9.3,80.0,17.2,0,10.0
635,271,-6.106226635438361e-16,27.3,25.4,23.2,19.6,77.0,51.0,9.8,60.0,16.4,0,20.0
636,272,-2.9976021664879227e-15,25.5,23.8,21.6,20.2,81.0,61.0,5.9,40.0,21.9,1,20.0
637,273,5.162537064506978e-15,30.6,24.2,20.6,18.7,70.0,53.0,8.0,70.0,36.0,0,30.0
638,274,-3.6637359812630166e-15,24.9,20.7,19.1,19.9,70.0,86.0,3.4,20.0,40.0,1,50.0
639,275,3.0531133177191805e-15,30.2,27.5,25.4,24.0,85.0,88.0,0.3,20.0,10.9,1,0.0
640,276,4.718447854656915e-15,26.6,25.4,24.8,22.3,79.0,82.0,2.4,80.0,27.9,1,60.0
641,277,3.497202527569243e-15,26.9,24.8,23.5,22.4,83.0,81.0,0.3,80.0,22.2,1,0.0
642,278,1.5543122344752192e-15,26.9,25.4,24.8,21.6,79.0,77.0,5.9,160.0,22.2,1,80.0
643,279,1.6653345369377348e-15,28.8,25.8,23.9,20.9,82.0,75.0,5.3,120.0,12.8,1,40.0
644,280,3.83026943495679e-15,26.9,24.7,23.3,20.6,82.0,88.0,1.5,70.0,15.7,1,50.0
645,281,-1.27675647831893e-15,25.6,22.3,20.3,19.4,70.0,60.0,8.8,70.0,20.8,1,0.0
646,282,-2.3869795029440866e-15,24.7,22.3,20.1,18.8,77.0,51.0,3.4,20.0,24.9,0,50.0
647,283,4.496403249731884e-15,26.4,24.5,23.4,22.9,81.0,81.0,1.4,80.0,37.0,1,60.0
648,284,-3.6637359812630166e-15,26.6,24.1,23.3,19.9,80.0,58.0,5.7,30.0,23.7,0,50.0
649,285,7.993605777301127e-15,28.4,25.8,23.3,19.5,75.0,72.0,7.7,90.0,14.1,0,60.0
650,286,-1.27675647831893e-15,25.0,23.1,20.6,21.4,81.0,76.0,7.7,70.0,27.4,1,20.0
651,287,2.942091015256665e-15,28.0,25.9,24.0,22.3,83.0,77.0,7.7,80.0,30.3,0,10.0
652,288,-3.4416913763379853e-15,26.1,25.8,24.5,20.6,79.0,67.0,8.5,50.0,13.0,0,30.0
653,289,3.3861802251067274e-15,26.2,26.8,23.2,20.4,79.0,69.0,5.0,40.0,22.4,1,10.0
654,290,-1.6653345369377348e-16,29.1,23.5,21.0,19.9,82.0,74.0,6.4,30.0,25.1,1,10.0
655,291,6.494804694057166e-15,28.1,25.9,24.5,20.9,85.0,58.0,7.8,70.0,21.6,1,40.0
656,292,4.718447854656915e-15,30.0,26.8,25.5,23.6,84.0,67.0,6.7,100.0,11.1,1,30.0
657,293,-1.0547118733938987e-15,28.5,26.5,23.1,21.3,84.0,72.0,6.6,30.0,25.0,1,70.0
658,294,4.718447854656915e-15,25.9,24.7,22.2,21.8,85.0,88.0,2.7,50.0,39.5,1,20.0
659,295,1.887379141862766e-15,29.5,26.7,24.1,22.1,76.0,48.0,7.8,60.0,15.1,1,10.0
660,296,4.274358644806853e-15,26.3,23.1,21.5,20.6,85.0,81.0,0.4,70.0,28.2,1,10.0
661,297,6.050715484207103e-15,26.1,23.1,21.1,17.1,87.0,87.0,0.7,50.0,28.6,1,20.0
662,298,4.6074255521944e-15,26.6,25.8,24.1,21.4,89.0,88.0,1.2,80.0,23.3,1,30.0
663,299,1.6653345369377348e-15,28.4,25.4,23.7,20.6,90.0,81.0,2.0,70.0,15.3,1,10.0
664,300,4.496403249731884e-15,26.8,24.8,21.4,22.3,88.0,88.0,0.5,70.0,23.9,1,0.0
665,301,5.051514762044462e-15,25.9,24.7,23.3,21.4,86.0,80.0,3.9,70.0,16.5,0,0.0
666,302,4.718447854656915e-15,26.6,24.8,23.3,22.5,86.0,84.0,1.0,70.0,15.3,0,0.0
667,303,2.220446049250313e-15,29.5,26.2,24.8,23.3,84.0,88.0,3.6,70.0,9.0,1,0.0
668,304,5.9396931817445875e-15,28.9,25.4,24.3,22.6,90.0,78.0,4.5,80.0,15.3,1,10.0
669,305,6.827871601444713e-15,25.9,24.9,22.7,22.0,89.0,84.0,1.1,80.0,26.1,1,0.0
670,306,1.0547118733938987e-15,27.2,25.3,24.0,21.4,82.0,66.0,6.3,80.0,29.6,1,0.0
671,307,4.496403249731884e-15,27.6,25.4,24.0,23.0,89.0,86.0,2.3,80.0,17.2,1,0.0
672,308,1.1657341758564144e-15,26.9,25.4,24.8,21.4,82.0,85.0,1.2,50.0,16.9,1,30.0
673,309,3.164135620181696e-15,26.6,24.4,22.1,17.6,76.0,78.0,5.8,70.0,8.3,1,20.0
674,310,7.771561172376096e-15,25.2,21.3,19.2,17.8,75.0,59.0,5.1,20.0,20.0,0,50.0
675,311,8.881784197001252e-15,25.3,22.0,22.6,19.4,83.0,84.0,0.5,60.0,11.9,1,40.0
676,312,2.942091015256665e-15,21.3,19.3,18.9,18.6,79.0,85.0,0.0,40.0,28.7,1,20.0
677,313,8.326672684688674e-15,21.1,19.9,18.7,16.4,75.0,88.0,0.9,40.0,16.2,1,0.0
678,314,4.385380947269368e-15,21.1,20.9,19.2,18.8,91.0,88.0,0.0,50.0,31.8,1,10.0
679,315,3.164135620181696e-15,21.9,18.6,18.8,15.4,76.0,88.0,8.6,70.0,26.8,1,20.0
680,316,5.162537064506978e-15,24.9,21.1,20.4,17.9,87.0,84.0,4.4,40.0,27.0,1,30.0
681,317,3.2751579226442118e-15,22.8,19.1,18.5,17.6,91.0,88.0,0.2,40.0,9.8,1,0.0
682,318,4.385380947269368e-15,21.9,19.2,17.7,17.2,93.0,93.0,0.4,70.0,21.9,1,30.0
683,319,6.050715484207103e-15,22.9,20.8,18.4,16.0,75.0,43.0,9.3,20.0,26.8,0,50.0
684,320,7.16093850883226e-15,19.3,18.1,17.1,16.9,88.0,80.0,3.3,60.0,24.0,1,40.0
685,321,7.438494264988549e-15,21.3,19.9,17.2,15.5,75.0,66.0,3.3,20.0,23.3,0,40.0
686,322,5.051514762044462e-15,22.4,20.5,19.4,16.0,83.0,89.0,0.6,20.0,15.7,1,0.0
687,323,7.771561172376096e-15,18.9,17.7,16.9,12.9,75.0,95.0,0.0,10.0,26.1,1,10.0
688,324,6.161737786669619e-15,20.9,17.2,15.6,16.1,91.0,85.0,0.1,30.0,15.4,1,20.0
689,325,3.608224830031759e-15,21.6,20.5,19.8,18.0,95.0,87.0,0.0,50.0,21.4,1,20.0
690,326,2.6645352591003757e-15,18.9,17.7,16.9,17.2,95.0,95.0,0.0,60.0,40.0,1,10.0
691,327,8.104628079763643e-15,24.7,22.3,20.2,17.3,75.0,43.0,9.5,60.0,20.4,0,0.0
692,328,5.162537064506978e-15,22.2,20.9,18.0,18.7,81.0,78.0,2.2,60.0,10.3,1,0.0
693,329,3.83026943495679e-15,22.9,20.6,18.3,16.6,77.0,78.0,0.4,60.0,23.7,1,0.0
694,330,8.104628079763643e-15,17.4,16.6,15.5,13.7,78.0,89.0,1.0,40.0,22.5,1,20.0
695,331,1.2823075934420558e-14,17.5,13.2,11.6,8.4,78.0,87.0,3.0,20.0,20.5,0,20.0
696,332,7.271960811294775e-15,18.8,15.3,13.4,6.2,80.0,88.0,0.5,10.0,21.6,1,10.0
697,333,1.0824674490095276e-14,18.2,14.7,12.3,9.9,79.0,88.0,0.4,10.0,39.3,1,0.0
698,334,8.43769498715119e-15,17.4,15.2,14.1,13.6,84.0,83.0,3.3,40.0,30.6,1,30.0
699,335,7.993605777301127e-15,17.7,16.1,14.6,12.9,79.0,81.0,1.1,60.0,29.8,0,20.0
700,336,9.658940314238862e-15,18.0,13.7,11.9,3.8,75.0,74.0,9.1,20.0,21.9,0,40.0
701,337,1.0824674490095276e-14,16.6,15.8,13.7,11.9,77.0,77.0,2.5,70.0,25.2,0,50.0
702,338,8.326672684688674e-15,17.3,18.0,16.1,16.1,70.0,86.0,3.0,40.0,14.8,0,30.0
703,339,4.829470157119431e-15,17.6,17.5,16.1,15.5,86.0,88.0,0.0,70.0,41.3,1,30.0
704,340,9.825473767932635e-15,19.2,17.7,15.2,12.1,76.0,86.0,0.4,20.0,29.0,1,50.0
705,341,6.827871601444713e-15,16.7,15.6,14.8,14.8,90.0,90.0,0.0,50.0,27.3,1,30.0
706,342,4.6074255521944e-15,17.5,16.4,15.6,15.5,93.0,95.0,0.3,60.0,25.9,1,10.0
707,343,5.717648576819556e-15,16.3,15.4,14.4,12.7,79.0,88.0,0.0,10.0,30.2,1,50.0
708,344,5.051514762044462e-15,23.2,19.6,17.2,15.0,72.0,19.0,8.4,50.0,9.8,0,40.0
709,345,3.497202527569243e-15,22.3,18.4,16.5,15.5,85.0,90.0,1.0,30.0,29.8,1,20.0
710,346,7.993605777301127e-15,15.7,13.9,11.8,10.9,86.0,88.0,0.1,20.0,24.8,1,10.0
711,347,3.941291737419306e-15,17.3,16.3,15.3,15.4,90.0,87.0,0.1,80.0,18.0,1,60.0
712,348,1.1324274851176597e-14,17.6,15.2,11.5,13.6,93.0,88.0,0.2,40.0,17.3,1,40.0
713,349,1.0047518372857667e-14,15.8,15.2,14.0,11.4,89.0,88.0,0.3,70.0,39.5,1,30.0
714,350,2.886579864025407e-15,22.9,22.0,20.0,19.8,82.0,81.0,5.1,60.0,35.3,1,10.0
715,351,6.494804694057166e-15,17.3,15.0,14.5,15.6,79.0,89.0,0.0,50.0,27.1,1,10.0
716,352,4.718447854656915e-15,21.3,19.3,17.8,18.1,81.0,86.0,2.2,20.0,18.2,1,30.0
717,353,1.1435297153639112e-14,21.0,18.8,17.9,13.9,91.0,88.0,0.5,40.0,12.8,1,20.0
718,354,3.164135620181696e-15,22.3,18.2,17.4,15.5,95.0,88.0,0.0,40.0,28.4,1,0.0
719,355,3.497202527569243e-15,19.6,18.9,17.2,16.5,83.0,81.0,0.6,80.0,38.3,1,40.0
720,356,6.494804694057166e-15,20.6,18.5,16.5,16.4,75.0,90.0,0.1,50.0,38.0,1,30.0
721,357,1.049160758270773e-14,20.1,20.0,17.8,16.9,76.0,87.0,2.6,40.0,20.5,1,10.0
722,358,1.0269562977782698e-14,21.3,19.0,17.0,12.6,74.0,61.0,2.2,70.0,36.0,0,30.0
723,359,8.326672684688674e-15,17.6,16.3,15.2,13.9,79.0,88.0,0.1,50.0,39.3,1,20.0
724,360,6.494804694057166e-15,16.8,15.5,15.4,15.0,96.0,95.0,0.0,50.0,24.2,1,0.0
725,361,7.771561172376096e-15,18.1,17.3,16.5,14.6,91.0,88.0,0.0,20.0,33.4,1,30.0
726,362,3.3861802251067274e-15,17.2,17.2,16.6,16.4,91.0,88.0,0.0,60.0,38.0,1,40.0
727,363,7.993605777301127e-15,18.1,15.2,13.8,12.6,78.0,91.0,0.2,30.0,20.2,1,30.0
728,364,6.827871601444713e-15,17.7,16.1,15.3,12.9,79.0,88.0,0.0,80.0,38.3,1,50.0
729,365,3.608224830031759e-15,20.4,18.5,17.4,18.2,77.0,97.0,0.1,40.0,43.8,1,40.0
730,1,3.608224830031759e-15,20.5,18.1,17.7,16.9,96.0,91.0,0.0,50.0,48.0,1,10.0
731,2,7.049916206369744e-15,16.6,15.5,14.4,12.4,92.0,100.0,0.0,40.0,37.0,1,10.0
732,3,-5.551115123125783e-17,23.2,18.0,17.5,16.0,79.0,81.0,0.0,60.0,55.5,1,20.0
733,4,1.5543122344752192e-15,18.6,17.3,16.9,16.8,95.0,95.0,0.0,20.0,59.5,1,40.0
734,5,1.1879386363489175e-14,11.3,11.4,10.4,8.6,77.0,88.0,0.0,20.0,39.3,1,0.0
735,6,8.881784197001252e-15,14.3,13.7,11.8,11.1,67.0,91.0,0.0,20.0,59.5,0,0.0
736,7,1.1546319456101628e-14,15.4,13.8,10.0,11.7,58.0,67.0,5.6,60.0,25.2,1,40.0
737,8,5.9396931817445875e-15,15.0,13.6,12.7,11.2,96.0,100.0,0.0,20.0,29.0,1,40.0
738,9,1.1546319456101628e-14,15.5,13.5,11.1,11.6,86.0,78.0,0.6,20.0,21.6,1,0.0
739,10,1.0547118733938987e-15,16.3,14.7,11.8,11.6,87.0,100.0,0.0,20.0,29.8,1,0.0
740,11,1.4710455076283324e-14,18.5,15.4,13.7,10.1,75.0,89.0,0.0,60.0,39.5,1,40.0
741,12,4.6074255521944e-15,17.0,16.6,14.8,15.7,93.0,100.0,0.0,70.0,30.3,1,10.0
742,13,3.608224830031759e-15,15.8,15.3,14.6,13.3,79.0,94.0,0.0,70.0,39.5,1,0.0
743,14,9.769962616701378e-15,18.5,16.5,15.3,12.1,76.0,88.0,0.0,50.0,29.6,1,20.0
744,15,7.049916206369744e-15,20.6,17.2,16.1,15.9,97.0,99.0,0.0,40.0,20.4,1,10.0
745,16,8.104628079763643e-15,18.6,17.2,15.4,12.7,75.0,19.0,3.9,30.0,42.0,0,10.0
746,17,8.770761894538737e-15,12.5,8.5,4.7,2.0,75.0,69.0,4.3,20.0,19.8,0,10.0
747,18,1.1324274851176597e-14,19.5,16.4,15.4,9.8,72.0,11.0,10.2,20.0,28.6,0,0.0
748,19,1.1546319456101628e-14,19.8,16.6,14.4,7.2,62.0,29.0,10.2,60.0,24.9,0,40.0
749,20,8.881784197001252e-15,20.3,16.1,14.3,13.2,76.0,19.0,10.2,10.0,55.5,0,50.0
750,21,9.658940314238862e-15,18.0,16.5,14.6,15.5,86.0,91.0,1.0,50.0,14.8,1,40.0
751,22,1.1324274851176597e-14,20.3,17.3,16.4,14.7,74.0,43.0,10.2,30.0,14.1,0,20.0
752,23,1.2212453270876722e-14,22.4,17.7,15.4,10.1,49.0,19.0,10.2,60.0,40.0,0,30.0
753,24,1.1657341758564144e-15,23.8,19.4,17.2,16.8,63.0,81.0,2.4,10.0,39.5,0,50.0
754,25,-1.6653345369377348e-16,20.9,19.0,17.1,19.3,96.0,100.0,0.0,50.0,16.7,1,40.0
755,26,1.3877787807814457e-15,25.3,21.7,18.4,18.0,86.0,80.0,3.4,40.0,14.7,1,10.0
756,27,7.771561172376096e-15,24.8,19.1,17.2,16.6,75.0,57.0,5.3,70.0,33.5,1,30.0
757,28,5.551115123125783e-17,22.7,21.9,19.1,19.2,90.0,88.0,1.0,40.0,25.1,1,30.0
758,29,7.549516567451064e-15,15.5,15.4,14.1,12.0,93.0,88.0,1.4,70.0,24.4,1,30.0
759,30,8.659739592076221e-15,14.5,12.9,10.5,4.3,70.0,19.0,2.3,20.0,21.3,0,50.0
760,31,4.385380947269368e-15,22.7,21.5,20.1,20.8,93.0,88.0,0.0,20.0,35.8,1,0.0
761,32,1.1046719095020308e-14,15.1,13.7,11.5,11.8,89.0,95.0,0.0,40.0,18.2,1,20.0
762,33,7.549516567451064e-15,17.2,16.2,15.6,11.0,69.0,46.0,9.5,20.0,24.4,0,20.0
763,34,1.3156142841808105e-14,20.3,18.1,17.9,16.0,76.0,83.0,0.4,50.0,26.1,1,30.0
764,35,4.718447854656915e-15,20.6,18.7,17.1,16.7,79.0,84.0,1.2,40.0,21.9,1,10.0
765,36,1.0047518372857667e-14,15.4,13.3,11.4,9.7,79.0,88.0,0.0,20.0,25.2,1,20.0
766,37,1.4099832412739488e-14,15.0,13.6,11.2,6.4,69.0,88.0,0.2,20.0,32.2,1,0.0
767,38,7.771561172376096e-15,21.2,18.2,17.3,14.6,79.0,83.0,2.2,20.0,17.3,1,0.0
768,39,3.941291737419306e-15,22.3,20.7,17.2,18.0,82.0,87.0,1.0,50.0,24.9,1,30.0
769,40,1.2934098236883074e-14,19.7,17.7,15.8,13.3,75.0,78.0,3.3,40.0,16.0,0,10.0
770,41,5.9396931817445875e-15,21.6,18.0,17.6,15.9,78.0,82.0,0.0,50.0,12.7,1,10.0
771,42,7.216449660063518e-16,20.7,17.3,16.5,14.4,78.0,88.0,0.6,30.0,25.1,1,20.0
772,43,1.7763568394002505e-15,25.5,21.6,20.6,19.4,78.0,68.0,9.8,80.0,14.8,0,50.0
773,44,1.176836406102666e-14,21.1,17.8,15.3,9.4,76.0,59.0,10.4,30.0,25.5,0,50.0
774,45,5.6066262743570405e-15,20.8,18.8,18.3,17.3,78.0,55.0,6.9,50.0,8.6,1,20.0
775,46,4.829470157119431e-15,20.6,18.5,16.9,15.0,85.0,91.0,0.1,70.0,33.0,1,20.0
776,47,5.6066262743570405e-15,17.0,16.6,15.3,14.5,93.0,91.0,0.9,20.0,20.5,1,50.0
777,48,3.0531133177191805e-15,17.4,15.3,14.8,14.4,95.0,91.0,0.0,40.0,29.8,1,20.0
778,49,7.049916206369744e-15,17.5,16.5,15.5,15.6,95.0,91.0,0.0,60.0,34.0,1,20.0
779,50,1.1879386363489175e-14,17.3,15.5,13.7,13.7,78.0,88.0,1.0,20.0,10.2,1,40.0
780,51,1.887379141862766e-15,17.1,16.6,15.9,15.9,95.0,100.0,0.0,50.0,21.8,1,30.0
781,52,5.384581669432009e-15,18.4,17.5,15.0,16.5,93.0,96.0,0.0,60.0,38.0,1,10.0
782,53,6.494804694057166e-15,23.6,20.4,18.9,9.9,79.0,48.0,10.3,20.0,23.9,0,40.0
783,54,3.3861802251067274e-15,25.8,21.6,16.6,15.1,90.0,85.0,0.6,60.0,24.8,1,40.0
784,55,7.549516567451064e-15,17.1,15.5,14.8,8.2,79.0,79.0,0.2,20.0,23.3,0,40.0
785,56,1.0824674490095276e-14,15.2,13.3,11.4,8.4,77.0,91.0,0.8,40.0,28.6,1,20.0
786,57,-1.4988010832439613e-15,21.3,18.9,18.8,18.6,92.0,96.0,0.0,50.0,11.1,1,10.0
787,58,-1.7208456881689926e-15,17.6,17.5,16.5,15.5,97.0,88.0,0.2,70.0,15.7,1,20.0
788,59,-1.7208456881689926e-15,18.0,17.3,16.3,16.1,76.0,86.0,3.7,20.0,31.7,1,50.0
789,60,1.3877787807814457e-15,21.4,20.5,19.5,15.5,76.0,78.0,6.2,60.0,25.2,0,40.0
790,61,-1.6653345369377348e-16,24.0,21.8,19.6,19.8,79.0,76.0,0.0,40.0,11.2,1,20.0
791,62,-1.4988010832439613e-15,21.3,20.6,19.0,19.0,90.0,84.0,0.0,40.0,9.4,1,0.0
792,63,5.384581669432009e-15,21.3,19.1,17.2,18.9,98.0,100.0,0.0,50.0,8.1,1,10.0
793,64,1.887379141862766e-15,19.3,18.7,17.4,17.3,93.0,88.0,2.4,80.0,17.3,1,30.0
